StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q31,Q21,Q22,Q22_8_TEXT,Q23,Q26,Q14,Q7,Q7_9_TEXT,Q27_1,Q27_2,Q27_3,Q19_1_x,Q19_1_y
2023-05-18 20:14:21,2023-05-18 20:14:50,IP Address,100,29,True,2023-05-18 20:14:51,R_xxUBPwXeuCyWb9n,anonymous,EN,P0003,5886,Off campus,Home,,,,"Cooking, watching tv","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,675,452
2023-05-18 20:31:44,2023-05-18 20:32:43,IP Address,100,59,True,2023-05-18 20:32:43,R_3oR5IQxkpHoVs42,anonymous,EN,P0016,0484,Off campus,Home,,,,"Nothing ",None,,4,3.8,4,237,630
2023-05-18 20:55:29,2023-05-18 20:56:17,IP Address,100,48,True,2023-05-18 20:56:18,R_2CdhfY79nwCSC9H,anonymous,EN,P0014,8349,Off campus,Home,,,,"Watching tv and painting ",None,,4.6,4.8,5,662,442
2023-05-19 10:00:38,2023-05-19 10:06:00,IP Address,100,321,True,2023-05-19 10:06:01,R_22zgHKPFVniTAqE,anonymous,EN,P0003,5886,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,"Eating, driving ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4,4,4,665,462
2023-05-19 10:53:26,2023-05-19 10:54:16,IP Address,100,50,True,2023-05-19 10:54:16,R_Qm3dqozdQkgyS2Z,anonymous,EN,P0027,5568,Off campus,Home,,,,Waking up,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5.3,1.6,5.3,393,656
2023-05-19 11:36:11,2023-05-19 11:36:52,IP Address,100,40,True,2023-05-19 11:36:53,R_2rCrW52fNol5Gjy,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),"Work office ",,,"Lab testing ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.1,4.2,4.7,523,644
2023-05-19 12:02:24,2023-05-19 12:02:59,IP Address,100,35,True,2023-05-19 12:03:00,R_3QFcOsNIVitjFFL,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,658,452
2023-05-19 12:05:23,2023-05-19 12:08:10,IP Address,100,167,True,2023-05-19 12:08:11,R_3PhJBwZNMm5lPX8,anonymous,EN,P0027,5568,On campus,,,BDG Beard Drive Parking Garage,No,Research,"Canvas,E-mail",,3,5.6,2.6,407,666
2023-05-19 12:09:37,2023-05-19 12:10:20,IP Address,100,42,True,2023-05-19 12:10:21,R_2UggKUfXuWAciuw,anonymous,EN,P0011,3270,Off campus,Home,,,,Attended online class,"Canvas,E-mail,Discord / Slack / WhatsApp",,4.8,4.2,4,613,554
2023-05-19 12:21:27,2023-05-19 12:22:08,IP Address,100,41,True,2023-05-19 12:22:09,R_2q7sCm6QpHkwY6Y,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work office,,,"Lab tests, meeting","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.5,4.3,4.7,669,392
2023-05-19 12:48:52,2023-05-19 12:50:05,IP Address,100,72,True,2023-05-19 12:50:05,R_2w1dyyrN0lZuIFv,anonymous,EN,P0022,1921,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,Walking around,"Canvas,E-mail,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.6,5.7,5.5,554,522
2023-05-19 12:51:07,2023-05-19 12:52:26,IP Address,100,78,True,2023-05-19 12:52:27,R_10PEHsyQjQe33iu,anonymous,EN,P0022,1921,On campus,,,ALC Sam & Martha Gibbons Alumni Center,No,Walking around,Canvas,,6.7,6.2,5.6,591,153
2023-05-19 14:00:33,2023-05-19 14:01:40,IP Address,100,66,True,2023-05-19 14:01:41,R_1InFBH2tBZHK7dS,anonymous,EN,P0022,1921,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,"Studying ","Canvas,E-mail",,6.5,6.2,6.2,669,442
2023-05-19 14:02:04,2023-05-19 14:02:44,IP Address,100,40,True,2023-05-19 14:02:45,R_1jUpXmprbuARaYg,anonymous,EN,P0027,5568,Off campus,Grocery shopping,,,,Grocery shopping,Text Messaging / iMessage,,3.4,5.2,2.8,490,645
2023-05-19 14:06:05,2023-05-19 14:06:46,IP Address,100,40,True,2023-05-19 14:06:46,R_2QLEh9TWwVyzxQm,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Eating, laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,681,422
2023-05-19 14:11:46,2023-05-19 14:12:43,IP Address,100,56,True,2023-05-19 14:12:43,R_Br1iKyF937SrDsR,anonymous,EN,P0011,3270,Off campus,Home,,,,"Watching Netflix ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,5.7,5.4,5.6,673,298
2023-05-19 14:26:28,2023-05-19 14:27:08,IP Address,100,40,True,2023-05-19 14:27:09,R_1nVoG6CviQT3MA4,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work office,,,Lab,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4.1,3.8,4.3,616,553
2023-05-19 16:32:29,2023-05-19 16:33:04,IP Address,100,35,True,2023-05-19 16:33:05,R_Y3W7I7MUIBhUO8p,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,669,441
2023-05-19 16:40:02,2023-05-19 16:40:34,IP Address,100,32,True,2023-05-19 16:40:35,R_2YfVnc2o6m18VvJ,anonymous,EN,P0011,3270,Off campus,Home,,,,Did assginments,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp",,5.6,5.8,6.1,666,465
2023-05-19 16:40:51,2023-05-19 16:41:32,IP Address,100,41,True,2023-05-19 16:41:33,R_21mLaGMICaL6Dsp,anonymous,EN,P0014,8349,On campus,,,EDU Education Building,No,Class lecture,"Canvas,Text Messaging / iMessage",,4.5,4,4.8,454,657
2023-05-19 17:14:54,2023-05-19 17:15:52,IP Address,100,58,True,2023-05-19 17:15:53,R_3fZuBxrRgEQt2Br,anonymous,EN,P0027,5568,Off campus,Home,,,,Watching movie,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.1,5,2.5,398,680
2023-05-19 18:02:01,2023-05-19 18:02:33,IP Address,100,32,True,2023-05-19 18:02:34,R_3D11OsFBJYFESEb,anonymous,EN,P0003,5886,On campus,,,ISA Interdisciplinary Sciences Building,No,"Laboratory work ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,4,4,4,683,458
2023-05-19 18:09:25,2023-05-19 18:10:11,IP Address,100,46,True,2023-05-19 18:10:12,R_2V4Sc8lSe9PwHlY,anonymous,EN,P0027,5568,Off campus,Home,,,,Watching TV,Phone Call / FaceTime / Google Duo,,3.5,3.9,5,386,675
2023-05-19 20:00:33,2023-05-19 20:01:03,IP Address,100,30,True,2023-05-19 20:01:04,R_siZKQuTFn4qLuSd,anonymous,EN,P0003,5886,Off campus,Home,,,,"Driving, eating","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,4,4,4,677,458
2023-05-19 20:19:30,2023-05-19 20:20:18,IP Address,100,47,True,2023-05-19 20:20:18,R_3EZhYPUH3nknkqi,anonymous,EN,P0027,5568,Off campus,Home,,,,Doing homework,None,,3.7,5.8,2.2,405,682
2023-05-19 20:27:54,2023-05-19 20:28:34,IP Address,100,40,True,2023-05-19 20:28:35,R_2uvnyhJpraMTpaI,anonymous,EN,P0014,8349,Off campus,Home,,,,"Nap, watching youtube",None,,4.1,3.8,4.4,447,659
2023-05-19 20:43:25,2023-05-19 20:44:44,IP Address,100,78,True,2023-05-19 20:44:45,R_bjVLl1kEBAtSuSl,anonymous,EN,P0011,3270,Off campus,Grocery shopping,,,,"Grocery shopping ",,,1.9,1.6,1.5,85,394
2023-05-22 10:01:41,2023-05-22 10:03:12,IP Address,100,90,True,2023-05-22 10:03:12,R_3xd39y3aC4XJJiF,anonymous,EN,P0036,8622,Off campus,Home,,,,"getting ready for school ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Text Messaging / iMessage",,3.6,4.3,3.4,433,498
2023-05-22 10:05:08,2023-05-22 10:06:19,IP Address,100,71,True,2023-05-22 10:06:20,R_1zeuDkn75jweFc5,anonymous,EN,P0027,5568,Off campus,Home,,,,Driving girlfriend to work,Text Messaging / iMessage,,4,1.5,2.8,317,654
2023-05-22 10:07:27,2023-05-22 10:08:26,IP Address,100,59,True,2023-05-22 10:08:27,R_1gItZrY5qVR1e3G,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Traveling for work,,,Traveling for work,Text Messaging / iMessage,,3,4.8,3.4,226,135
2023-05-22 11:09:53,2023-05-22 11:10:44,IP Address,100,50,True,2023-05-22 11:10:44,R_BPwF1rabP8eYFvr,anonymous,EN,P0022,1921,Off campus,Home,,,,"Sleeping ",None,,5.9,6,6.1,684,460
2023-05-22 12:00:48,2023-05-22 12:02:09,IP Address,100,80,True,2023-05-22 12:02:10,R_3eqnUmpTOMrl6s1,anonymous,EN,P0036,8622,On campus,,,ENB Engineering Building II,No,research,"Canvas,E-mail",,4.3,2.7,5.7,491,478
2023-05-22 12:01:16,2023-05-22 12:02:30,IP Address,100,74,True,2023-05-22 12:02:31,R_2EauFsZu8HSTPbP,anonymous,EN,P0027,5568,On campus,,,BDG Beard Drive Parking Garage,No,Research,"E-mail,Text Messaging / iMessage",,3.4,4.7,4.3,678,458
2023-05-22 12:19:49,2023-05-22 12:20:29,IP Address,100,39,True,2023-05-22 12:20:30,R_1kGrU4sfgbjVzut,anonymous,EN,P0022,1921,On campus,,,"DHB William G. ""Doc"" Myers Building (Florida Dept of Health)",No,Class,Canvas,,4.2,5.7,6,71,338
2023-05-22 12:26:52,2023-05-22 12:27:40,IP Address,100,47,True,2023-05-22 12:27:41,R_3Pjh6fRR8qOHZtF,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Lakeland,,,Construction site overview,Text Messaging / iMessage,,4.2,2.9,4.1,410,699
2023-05-22 14:03:40,2023-05-22 14:04:56,IP Address,100,75,True,2023-05-22 14:04:57,R_1DTpYc3h6cVrk0L,anonymous,EN,P0036,8622,On campus,,,EDU Education Building,No,eating,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.9,3.2,3,415,474
2023-05-22 14:08:59,2023-05-22 14:09:44,IP Address,100,44,True,2023-05-22 14:09:45,R_3svPEkFKgYK0CL2,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Job site,,,Driving to job sites,Text Messaging / iMessage,,3.7,2.8,3.3,259,635
2023-05-22 14:17:15,2023-05-22 14:18:42,IP Address,100,86,True,2023-05-22 14:18:43,R_2zbHfbJ5LT4rKjh,anonymous,EN,P0027,5568,On campus,,,EDU Education Building,No,Eating lunch,"Canvas,Text Messaging / iMessage",,3.6,4.9,2.8,261,532
2023-05-22 15:12:03,2023-05-22 15:12:56,IP Address,100,52,True,2023-05-22 15:12:56,R_XFHZNoxU8k1ZFdf,anonymous,EN,P0011,3270,Off campus,Home,,,,"Talking with family ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,2.2,4,2.1,184,174
2023-05-22 16:00:33,2023-05-22 16:01:35,IP Address,100,61,True,2023-05-22 16:01:35,R_3ptEguTJXyVhhZF,anonymous,EN,P0036,8622,On campus,,,EDU Education Building,No,class,Text Messaging / iMessage,,2.3,1.4,3.4,374,562
2023-05-22 16:00:55,2023-05-22 16:02:00,IP Address,100,64,True,2023-05-22 16:02:01,R_3DoTcFfgn2iZ2ta,anonymous,EN,P0027,5568,On campus,,,EDU Education Building,No,Lecture,Text Messaging / iMessage,,2.6,1.8,1.8,393,668
2023-05-15 16:04:20,2023-05-15 16:04:40,IP Address,30,20,False,2023-05-22 16:04:42,R_1Ftw6PzRsSoMmTb,anonymous,EN,P0027,5568,On campus,,,,,,,,,,,,
2023-05-22 16:06:17,2023-05-22 16:07:43,IP Address,100,86,True,2023-05-22 16:07:44,R_125qRdGRGvCHiTL,anonymous,EN,P0022,1921,On campus,,,CUT Center For Urban Transportation Research,No,Studying,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.6,6.4,6.4,589,184
2023-05-22 17:18:19,2023-05-22 17:18:54,IP Address,100,35,True,2023-05-22 17:18:55,R_3nqut0Z5ZRVxaHP,anonymous,EN,P0011,3270,Off campus,Home,,,,Finished assginments,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.6,5.7,5.5,668,453
2023-05-22 18:06:25,2023-05-22 18:07:32,IP Address,100,66,True,2023-05-22 18:07:32,R_31H5AT8B3dIMHZj,anonymous,EN,P0022,1921,On campus,,,LIB Library,No,Studying,"Canvas,E-mail,Text Messaging / iMessage",,3.3,4.9,4.3,148,270
2023-05-22 18:21:07,2023-05-22 18:22:38,IP Address,100,90,True,2023-05-22 18:22:38,R_1CgbFh8KcAvcG3A,anonymous,EN,P0036,8622,Off campus,Home,,,,school,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.3,5.2,4.1,621,208
2023-05-22 19:20:55,2023-05-22 19:21:56,IP Address,100,61,True,2023-05-22 19:21:57,R_AF3cxa6C2ByBiut,anonymous,EN,P0014,8349,Off campus,Home,,,,Talking,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,2.1,4.6,2.2,341,108
2023-05-22 20:03:40,2023-05-22 20:05:48,IP Address,100,127,True,2023-05-22 20:05:48,R_1QEj19gDD9yjesM,anonymous,EN,P0022,1921,On campus,,,CMS Children's Medical Services Building,No,"Studying ","Canvas,Phone Call / FaceTime / Google Duo",,6.5,5.6,6.5,651,277
2023-05-22 20:12:23,2023-05-22 20:13:02,IP Address,100,39,True,2023-05-22 20:13:03,R_Agj6VK3Lo6WVD5n,anonymous,EN,P0014,8349,Off campus,Home,,,,Talking with friend,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,1,3.2,1.1,137,230
2023-05-22 20:04:53,2023-05-22 20:26:45,IP Address,100,1311,True,2023-05-22 20:26:46,R_bjRL4eCFUzI7lap,anonymous,EN,P0036,8622,On campus,,,REC Recreation Activities Center,No,"volleyball ","Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,5.1,5.9,3.9,465,300
2023-05-22 20:53:30,2023-05-22 20:54:49,IP Address,100,78,True,2023-05-22 20:54:49,R_2wzC1fTkDfiMX0q,anonymous,EN,P0027,5568,Off campus,Home,,,,Volleyball practice,Text Messaging / iMessage,,3.3,2.9,5.7,405,682
2023-05-22 20:54:55,2023-05-22 21:00:59,IP Address,100,364,True,2023-05-22 21:01:00,R_Rxdo2miD0ZbWvKx,anonymous,EN,P0027,5568,Off campus,Home,,,,Playing card,Text Messaging / iMessage,,4.1,2.9,3.8,403,680
2023-05-22 21:35:26,2023-05-22 21:36:16,IP Address,100,49,True,2023-05-22 21:36:16,R_3PvoaKeXyGdlPQx,anonymous,EN,P0011,3270,Off campus,Home,,,,"Studied ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp",,4.9,4.9,4.8,513,653
2023-05-23 10:00:18,2023-05-23 10:01:10,IP Address,100,52,True,2023-05-23 10:01:11,R_12RL6pmMMJU6rEJ,anonymous,EN,P0036,8622,On campus,,,ENB Engineering Building II,No,class,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,2.7,2.1,3.3,294,616
2023-05-23 10:03:18,2023-05-23 10:05:28,IP Address,100,129,True,2023-05-23 10:05:29,R_WATy7jDDLcqlDK9,anonymous,EN,P0034,8673,On campus,,,HUB The Hub Dining Hall (The Village),No,Getting ready,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,7,3.9,7,600,153
2023-05-23 10:04:01,2023-05-23 10:05:36,IP Address,100,94,True,2023-05-23 10:05:36,R_1o8d4HuAx7uUYjN,anonymous,EN,P0027,5568,Off campus,Grocery shopping,,,,Dropping girlfriend off work,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.7,1.8,2.2,125,229
2023-05-23 10:05:05,2023-05-23 10:06:19,IP Address,100,73,True,2023-05-23 10:06:19,R_2VBHBxi2uLoglBE,anonymous,EN,P0022,1921,Off campus,Home,,,,Sleeping,None,,5.7,6.4,6.6,686,352
2023-05-23 10:09:51,2023-05-23 10:11:20,IP Address,100,89,True,2023-05-23 10:11:20,R_3388yKz2IEo4qVW,anonymous,EN,P0014,8349,Off campus,Home,,,,Getting ready,"Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,2.9,4.5,2.9,155,223
2023-05-23 12:00:46,2023-05-23 12:01:26,IP Address,100,40,True,2023-05-23 12:01:28,R_pJJbjblId3UYKhH,anonymous,EN,P0022,1921,Off campus,Home,,,,"Appointment ",E-mail,,6.5,6.6,6.4,693,398
2023-05-23 12:00:46,2023-05-23 12:01:28,IP Address,100,41,True,2023-05-23 12:01:29,R_XYZLkWnJMeYHP2h,anonymous,EN,P0011,3270,Off campus,Home,,,,Attended online class,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage",,4,4,4,605,564
2023-05-23 12:00:47,2023-05-23 12:01:47,IP Address,100,60,True,2023-05-23 12:01:49,R_1irD2h7v5fwXXzV,anonymous,EN,P0036,8622,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,class,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.8,2.8,3.3,451,498
2023-05-23 12:01:50,2023-05-23 12:04:03,IP Address,100,132,True,2023-05-23 12:04:04,R_2YFWEZjHs5dcEg8,anonymous,EN,P0034,8673,On campus,,,HUB The Hub Dining Hall (The Village),No,"Orientation Dinning services ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail,Discord / Slack / WhatsApp",,3.8,4,5.6,248,626
2023-05-23 12:06:21,2023-05-23 12:08:21,IP Address,100,120,True,2023-05-23 12:08:22,R_1CD9wrxNfjXEYG1,anonymous,EN,P0014,8349,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,"Homework ",Text Messaging / iMessage,,4.1,4.3,4.7,270,615
2023-05-23 13:13:42,2023-05-23 13:14:24,IP Address,100,41,True,2023-05-23 13:14:25,R_2QPoDvhi8PJttSa,anonymous,EN,P0027,5568,Off campus,Home,,,,Cleaning,Text Messaging / iMessage,,2.1,5,1.6,141,233
2023-05-23 14:00:57,2023-05-23 14:01:46,IP Address,100,49,True,2023-05-23 14:01:47,R_3oNODM8bZLJZNk1,anonymous,EN,P0011,3270,On campus,,,ENB Engineering Building II,No,Studied,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,4.1,3.9,4.1,598,586
2023-05-23 14:00:51,2023-05-23 14:01:55,IP Address,100,64,True,2023-05-23 14:01:56,R_2WOwRZL46L1jwRo,anonymous,EN,P0036,8622,On campus,,,MSC Phyllis P Marshall Student Center (Student Union),No,homework,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3.3,1.8,1.9,324,540
2023-05-16 14:06:02,2023-05-16 14:07:12,IP Address,50,69,False,2023-05-23 14:07:16,R_zSRIv7wHPsSg0g1,anonymous,EN,P0019,0067,On campus,,,FAD Fine Arts - Dance Building,,,,,,,,,
2023-05-23 14:10:53,2023-05-23 14:11:40,IP Address,100,46,True,2023-05-23 14:11:40,R_1QMcUWIOJlWtavV,anonymous,EN,P0014,8349,On campus,,,EDU Education Building,No,Class,Text Messaging / iMessage,,2.9,4.4,3.6,576,615
2023-05-23 15:57:44,2023-05-23 15:59:03,IP Address,100,78,True,2023-05-23 15:59:04,R_25XUCfYxTO167BV,anonymous,EN,P0034,8673,Off campus,Home,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Discord / Slack / WhatsApp",,5.8,5.7,5.9,671,389
2023-05-23 16:00:15,2023-05-23 16:01:17,IP Address,100,62,True,2023-05-23 16:01:18,R_3efsjfpdvk5EKFV,anonymous,EN,P0036,8622,Off campus,Home,,,,tv,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3,4.3,5.4,471,392
2023-05-23 16:00:39,2023-05-23 16:01:27,IP Address,100,48,True,2023-05-23 16:01:28,R_1mVtMEUKfWqhvD0,anonymous,EN,P0034,8673,Off campus,Home,,,,"Lunch, watching tv",None,,5.4,6.5,6.2,624,555
2023-05-23 16:03:55,2023-05-23 16:04:40,IP Address,100,45,True,2023-05-23 16:04:41,R_3LhzusV8VQgjhHb,anonymous,EN,P0014,8349,Off campus,Home,,,,Watching tv,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,3,5,4,527,637
2023-05-23 17:11:20,2023-05-23 17:11:57,IP Address,100,37,True,2023-05-23 17:11:58,R_3KVKfkGecpHuwRc,anonymous,EN,P0027,5568,Off campus,Home,,,,Tiktok,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,2,1.9,1.5,99,451
2023-05-23 18:03:10,2023-05-23 18:03:48,IP Address,100,37,True,2023-05-23 18:03:48,R_OQ1AJquA0y82w7v,anonymous,EN,P0027,5568,Off campus,Home,,,,Laundry,Text Messaging / iMessage,,1.6,1.3,1.3,106,448
2023-05-23 18:16:36,2023-05-23 18:17:33,IP Address,100,56,True,2023-05-23 18:17:33,R_2OMu8hvZmgxcHgN,anonymous,EN,P0011,3270,On campus,,,ENB Engineering Building II,No,In class,None,,4.2,4.5,4.3,664,455
2023-05-23 18:17:36,2023-05-23 18:18:03,IP Address,100,26,True,2023-05-23 18:18:03,R_Cjnk93v6F8n1V3X,anonymous,EN,P0011,3270,Off campus,Home,,,,Cooking,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat)",,5.4,5.3,5.3,627,545
2023-05-23 18:21:38,2023-05-23 18:22:18,IP Address,100,40,True,2023-05-23 18:22:19,R_OjlFhVSi3IXaiYh,anonymous,EN,P0014,8349,Off campus,Home,,,,Class online,Text Messaging / iMessage,,3.9,3.6,4.2,268,633
2023-05-23 18:24:54,2023-05-23 18:27:05,IP Address,100,130,True,2023-05-23 18:27:05,R_R4soqXGZAUj5VBv,anonymous,EN,P0034,8673,Off campus,Home,,,,Computer,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,Discord / Slack / WhatsApp,Phone Call / FaceTime / Google Duo",,3.8,2.8,3.8,399,672
2023-05-23 20:01:11,2023-05-23 20:02:07,IP Address,100,56,True,2023-05-23 20:02:08,R_UW7POHOEhPqf5Tj,anonymous,EN,P0027,5568,Off campus,Home,,,,Cleaning,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Phone Call / FaceTime / Google Duo",,2.2,1.3,2.9,136,545
2023-05-23 20:34:26,2023-05-23 20:35:06,IP Address,100,40,True,2023-05-23 20:35:06,R_32L7ECN56WipQ80,anonymous,EN,P0014,8349,Off campus,Home,,,,Nap,None,,4,3.3,4,454,659
2023-05-23 20:47:51,2023-05-23 20:48:31,IP Address,100,39,True,2023-05-23 20:48:31,R_2yj87SLKZWksJ6D,anonymous,EN,P0036,8622,Off campus,Home,,,,nap,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage",,2.3,1.9,2.5,196,620
2023-05-23 21:03:47,2023-05-23 21:05:15,IP Address,100,87,True,2023-05-23 21:05:15,R_1LYdVzbkU6S4fUF,anonymous,EN,P0034,8673,Off campus,At a friend's house,,,,Computer,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,Discord / Slack / WhatsApp",,5.3,5.7,5.1,569,146
2023-05-24 00:58:51,2023-05-24 00:59:26,IP Address,100,35,True,2023-05-24 00:59:26,R_24NwINAusgLg2Hn,anonymous,EN,P0011,3270,Off campus,Home,,,,"Studied ","Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Discord / Slack / WhatsApp,Text Messaging / iMessage",,4.6,4.5,4.5,472,666
2023-05-24 10:00:26,2023-05-24 10:01:09,IP Address,100,43,True,2023-05-24 10:01:10,R_3nCUKuCR17BKnaD,anonymous,EN,P0036,5622,Off campus,Home,,,,getting ready for school,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,Text Messaging / iMessage",,5.1,4.3,3.6,441,446
2023-05-24 11:09:15,2023-05-24 11:11:11,IP Address,100,115,True,2023-05-24 11:11:12,R_2altaaOg5eN7tX4,anonymous,EN,P0027,5568,On campus,,,BDG Beard Drive Parking Garage,No,"Research ","Canvas,E-mail,Text Messaging / iMessage",,2.1,3,1.5,132,243
2023-05-24 11:10:47,2023-05-24 11:18:26,IP Address,100,458,True,2023-05-24 11:18:26,R_3m4vWkoRYDxmF8j,anonymous,EN,P0013,3708,Off campus,Home,,,,Attending a module review lecture,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Canvas,E-mail,Text Messaging / iMessage",,4.5,4,5,450,484
2023-05-24 11:23:03,2023-05-24 11:24:25,IP Address,100,82,True,2023-05-24 11:24:26,R_3fTSA5hkyPkR5XB,anonymous,EN,P0034,8673,Off campus,At a friend's house,,,,Sleeping,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),E-mail",,6.2,6,7,458,659
2023-05-24 11:46:36,2023-05-24 11:47:28,IP Address,100,52,True,2023-05-24 11:47:29,R_3aYb3e77DSyfWPn,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work office,,,Lab tests,Text Messaging / iMessage,,2.8,2.6,2.9,407,675
2023-05-24 12:00:38,2023-05-24 12:01:30,IP Address,100,51,True,2023-05-24 12:01:34,R_tQCJgeBjsiZ6Nsl,anonymous,EN,P0036,5622,On campus,,,ENB Engineering Building II,No,research,"Social media (e.g., Instagram, Facebook, TikTok, SnapChat),Text Messaging / iMessage,Phone Call / FaceTime / Google Duo",,3.4,2.8,4.6,455,302
2023-05-24 12:00:45,2023-05-24 12:02:21,IP Address,100,95,True,2023-05-24 12:02:23,R_a3JI547zhc4dGrT,anonymous,EN,P0013,3708,Off campus,Home,,,,Attending a module review lecture,"Canvas,E-mail,Text Messaging / iMessage",,4,5,4.5,327,441
2023-05-24 12:01:42,2023-05-24 12:02:32,IP Address,100,50,True,2023-05-24 12:02:35,R_1Kv62BfDptNrQ7n,anonymous,EN,P0014,8349,Off campus,Other (please describe in 5 words or less),Work office,,,Lab test,Text Messaging / iMessage,,2.7,2.5,2.8,233,142
